note: Rosetta 2 hides avx2 bmi2 bmi movbe lzcnt fma f16c from CPUID but executes it; continuing

*** Running under Rosetta 2: x86 code is being translated to ARM.
*** Use these numbers for smoke-testing only; benchmark on native x86-64.

2026-09-24T22:30:02+08:00
Running ./build/bm_itch_avx2
Run on (15 X 2400 MHz CPU s)
CPU Caches:
  L1 Data 64 KiB
  L1 Instruction 128 KiB
  L2 Unified 8192 KiB (x15)
Load Average: 4.62, 4.67, 4.49
WARNING: running under Rosetta 2 translation: timings are NOT representative
itch_simd_level: AVX2
----------------------------------------------------------------------------------------------------------------------
Benchmark                                                            Time             CPU   Iterations UserCounters...
BM_LevelSearch/sse41_from_back/depth:128/uniform:0_stddev        0.007 ns        0.006 ns            3 items_per_second=890.276k/s
BM_LevelSearch/sse41_from_back/depth:128/uniform:0_cv             0.26 %          0.24 %             3 items_per_second=0.24%
BM_LevelSearch/sse41_from_back/depth:128/uniform:1_mean           15.8 ns         15.8 ns            3 items_per_second=63.2555M/s
BM_LevelSearch/sse41_from_back/depth:128/uniform:1_median         15.7 ns         15.7 ns            3 items_per_second=63.719M/s
BM_LevelSearch/sse41_from_back/depth:128/uniform:1_stddev        0.241 ns        0.237 ns            3 items_per_second=939.977k/s
BM_LevelSearch/sse41_from_back/depth:128/uniform:1_cv             1.52 %          1.50 %             3 items_per_second=1.49%
BM_LevelSearch/sse41_from_back/depth:512/uniform:0_mean           2.68 ns         2.68 ns            3 items_per_second=373.782M/s
BM_LevelSearch/sse41_from_back/depth:512/uniform:0_median         2.68 ns         2.67 ns            3 items_per_second=373.858M/s
BM_LevelSearch/sse41_from_back/depth:512/uniform:0_stddev        0.007 ns        0.006 ns            3 items_per_second=799.054k/s
BM_LevelSearch/sse41_from_back/depth:512/uniform:0_cv             0.24 %          0.21 %             3 items_per_second=0.21%
BM_LevelSearch/sse41_from_back/depth:512/uniform:1_mean           30.5 ns         30.5 ns            3 items_per_second=32.8167M/s
BM_LevelSearch/sse41_from_back/depth:512/uniform:1_median         30.5 ns         30.5 ns            3 items_per_second=32.8215M/s
BM_LevelSearch/sse41_from_back/depth:512/uniform:1_stddev        0.060 ns        0.057 ns            3 items_per_second=61.1447k/s
BM_LevelSearch/sse41_from_back/depth:512/uniform:1_cv             0.20 %          0.19 %             3 items_per_second=0.19%
BM_LevelSearch/avx2_from_back/depth:8/uniform:0_mean              3.62 ns         3.61 ns            3 items_per_second=276.992M/s
BM_LevelSearch/avx2_from_back/depth:8/uniform:0_median            3.61 ns         3.61 ns            3 items_per_second=277.232M/s
BM_LevelSearch/avx2_from_back/depth:8/uniform:0_stddev           0.005 ns        0.006 ns            3 items_per_second=427.588k/s
BM_LevelSearch/avx2_from_back/depth:8/uniform:0_cv                0.13 %          0.15 %             3 items_per_second=0.15%
BM_LevelSearch/avx2_from_back/depth:8/uniform:1_mean              3.73 ns         3.72 ns            3 items_per_second=269.013M/s
BM_LevelSearch/avx2_from_back/depth:8/uniform:1_median            3.72 ns         3.72 ns            3 items_per_second=269.088M/s
BM_LevelSearch/avx2_from_back/depth:8/uniform:1_stddev           0.006 ns        0.003 ns            3 items_per_second=252.464k/s
BM_LevelSearch/avx2_from_back/depth:8/uniform:1_cv                0.15 %          0.09 %             3 items_per_second=0.09%
BM_LevelSearch/avx2_from_back/depth:32/uniform:0_mean             3.69 ns         3.69 ns            3 items_per_second=271.147M/s
BM_LevelSearch/avx2_from_back/depth:32/uniform:0_median           3.69 ns         3.69 ns            3 items_per_second=271.324M/s
BM_LevelSearch/avx2_from_back/depth:32/uniform:0_stddev          0.010 ns        0.010 ns            3 items_per_second=751.334k/s
BM_LevelSearch/avx2_from_back/depth:32/uniform:0_cv               0.28 %          0.28 %             3 items_per_second=0.28%
BM_LevelSearch/avx2_from_back/depth:32/uniform:1_mean             7.33 ns         7.32 ns            3 items_per_second=136.69M/s
BM_LevelSearch/avx2_from_back/depth:32/uniform:1_median           7.33 ns         7.31 ns            3 items_per_second=136.746M/s
BM_LevelSearch/avx2_from_back/depth:32/uniform:1_stddev          0.006 ns        0.007 ns            3 items_per_second=125.569k/s
BM_LevelSearch/avx2_from_back/depth:32/uniform:1_cv               0.08 %          0.09 %             3 items_per_second=0.09%
BM_LevelSearch/avx2_from_back/depth:128/uniform:0_mean            3.71 ns         3.70 ns            3 items_per_second=270.422M/s
BM_LevelSearch/avx2_from_back/depth:128/uniform:0_median          3.71 ns         3.70 ns            3 items_per_second=270.415M/s
BM_LevelSearch/avx2_from_back/depth:128/uniform:0_stddev         0.012 ns        0.012 ns            3 items_per_second=851.789k/s
BM_LevelSearch/avx2_from_back/depth:128/uniform:0_cv              0.34 %          0.31 %             3 items_per_second=0.31%
BM_LevelSearch/avx2_from_back/depth:128/uniform:1_mean            16.8 ns         16.8 ns            3 items_per_second=59.6508M/s
BM_LevelSearch/avx2_from_back/depth:128/uniform:1_median          16.9 ns         16.9 ns            3 items_per_second=59.3061M/s
BM_LevelSearch/avx2_from_back/depth:128/uniform:1_stddev         0.202 ns        0.202 ns            3 items_per_second=723.884k/s
BM_LevelSearch/avx2_from_back/depth:128/uniform:1_cv              1.20 %          1.21 %             3 items_per_second=1.21%
BM_LevelSearch/avx2_from_back/depth:512/uniform:0_mean            3.70 ns         3.69 ns            3 items_per_second=270.703M/s
BM_LevelSearch/avx2_from_back/depth:512/uniform:0_median          3.70 ns         3.70 ns            3 items_per_second=270.626M/s
BM_LevelSearch/avx2_from_back/depth:512/uniform:0_stddev         0.013 ns        0.012 ns            3 items_per_second=898.664k/s
BM_LevelSearch/avx2_from_back/depth:512/uniform:0_cv              0.34 %          0.33 %             3 items_per_second=0.33%
BM_LevelSearch/avx2_from_back/depth:512/uniform:1_mean            30.0 ns         30.0 ns            3 items_per_second=33.3805M/s
BM_LevelSearch/avx2_from_back/depth:512/uniform:1_median          29.9 ns         29.8 ns            3 items_per_second=33.5091M/s
BM_LevelSearch/avx2_from_back/depth:512/uniform:1_stddev         0.258 ns        0.245 ns            3 items_per_second=272.231k/s
BM_LevelSearch/avx2_from_back/depth:512/uniform:1_cv              0.86 %          0.82 %             3 items_per_second=0.82%
BM_LevelSearchChunks/chunks:0/depth:256/uniform:0_mean            11.1 ns         11.1 ns            3 items_per_second=90.076M/s
BM_LevelSearchChunks/chunks:0/depth:256/uniform:0_median          11.1 ns         11.1 ns            3 items_per_second=90.0691M/s
BM_LevelSearchChunks/chunks:0/depth:256/uniform:0_stddev         0.007 ns        0.008 ns            3 items_per_second=66.2582k/s
